turma,periodo,professor,horario,vagas_ocupadas,total_vagas,local,cod_disciplina,cod_depto
2,2023.1,TAMIEL KHAN BAIOCCHI JACOBSON,4M12 (28/03/2023 - 25/07/2023),9,15.0,FUP,PPGMADER2659,996
1,2023.1,SERGIO SAUER,4T23 (28/03/2023 - 25/07/2023),10,10.0,FUP,PPGMADER2660,996
2,2023.1,JANAINA DEANE DE ABREU SA DINIZ,4T23 (28/03/2023 - 25/07/2023),5,10.0,FUP,PPGMADER2660,996
3,2023.1,FERNANDA DE PAULA MEDEIROS,4T23 (28/03/2023 - 25/07/2023),3,10.0,FUP,PPGMADER2660,996
1,2023.1,GABRIELE CORNELLI,6T23 (28/03/2023 - 25/07/2023),0,15.0,a definir,PPGM0013,926
3,2023.1,HENRIQUE MODANEZ DE SANT ANNA,35T2 (28/03/2023 - 25/07/2023),2,15.0,a definir,PPGM0013,926
2,2023.1,EDUARDO WOLF PEREIRA,4M1234 (28/03/2023 - 25/07/2023),2,15.0,a definir,PPGM0028,926
1,2023.1,EDUARDO WOLF PEREIRA,4T23 (28/03/2023 - 25/07/2023),3,15.0,a definir,PPGM0039,926
1,2023.1,SILVIO MARINO,2T2345 (28/03/2023 - 25/07/2023),1,30.0,a definir,PPGM0049,926
1,2023.1,RODOLFO PAIS NUNES LOPES,2T2345 (28/03/2023 - 25/07/2023),1,30.0,a definir,PPGM0049,926
1,2023.1,GABRIELE CORNELLI,6M34 (28/03/2023 - 25/07/2023),0,15.0,a definir,PPGM0085,926
3,2023.1,HENRIQUE MODANEZ DE SANT ANNA,35T4 (28/03/2023 - 25/07/2023),0,15.0,a definir,PPGM0085,926
1,2023.1,GABRIELE CORNELLI,7T45 (28/03/2023 - 25/07/2023),11,15.0,a definir,PPGM2341,926
3,2023.1,ANTONIO LUIS COSTA VARGAS,3T2345 (28/03/2023 - 25/07/2023),3,30.0,ICC B1 242,PPGM2342,926
1,2023.1,AGATHA PITOMBO BACELAR,6T2345 (28/03/2023 - 25/07/2023),5,15.0,a definir,PPGM2343,926
1,2023.1,BENEDETTA BISOL,2N1234 (28/03/2023 - 25/07/2023),6,30.0,a definir,PPGM2463,926
1,2023.1,RAINRI BACK DOS SANTOS,5M1234 (28/03/2023 - 25/07/2023),12,30.0,a definir,PPGM3511,926
1,2023.1,JESSICA DE ALMEIDA,4T34 (28/03/2023 - 25/07/2023),8,20.0,PPG-MUS,PPG0005,873
1,2023.1,RICARDO JOSE DOURADO FREIRE,5T45 (28/03/2023 - 25/07/2023),4,8.0,PPG-MUS,PPG0065,873
1,2023.1,ANTENOR FERREIRA CORREA,3M3 (28/03/2023 - 25/07/2023),1,1.0,PPG-MUS,PPG0091,873
2,2023.1,FLAVIA MOTOYAMA NARITA,6T1 (28/03/2023 - 25/07/2023),1,1.0,PPG-MUS,PPG0091,873
3,2023.1,RICARDO JOSE DOURADO FREIRE,7M3 (28/03/2023 - 25/07/2023),1,1.0,PPG-MUS,PPG0091,873
1,2023.1,RICARDO JOSE DOURADO FREIRE,7M2 (28/03/2023 - 25/07/2023),1,1.0,PPG-MUS,PPG0094,873
1,2023.1,ANTENOR FERREIRA CORREA,6T23 (28/03/2023 - 25/07/2023),2,5.0,PPG-MUS,PPG/MUS2728,873
2,2023.1,RICARDO JOSE DOURADO FREIRE,3M12 (28/03/2023 - 25/07/2023),2,3.0,PPGMUS,PPG/MUS2728,873
1,2023.1,DELMARY VASCONCELOS DE ABREU,6T23 (28/03/2023 - 25/07/2023),2,4.0,PPG-MUS,PPG/MUS2729,873
2,2023.1,ANTENOR FERREIRA CORREA,6M34 (28/03/2023 - 25/07/2023),2,4.0,PPG-MUS,PPG/MUS2729,873
3,2023.1,RICARDO JOSE DOURADO FREIRE,2T23 (28/03/2023 - 25/07/2023),1,6.0,PPG-MUS,PPG/MUS2729,873
4,2023.1,FLAVIA MOTOYAMA NARITA,6T23 (28/03/2023 - 25/07/2023),6,6.0,PPG-MUS,PPG/MUS2729,873
5,2023.1,PAULO ROBERTO AFFONSO MARINS,4T23 (28/03/2023 - 25/07/2023),2,2.0,PPG-MUS,PPG/MUS2729,873
1,2023.1,MARCILIO SERGIO SOARES DA CUNHA FILHO,7M12 (28/03/2023 - 25/07/2023),2,4.0,A definir,PPGNANO3029,1502
2,2023.1,LAISE RODRIGUES DE ANDRADE,7T12 (28/03/2023 - 25/07/2023),1,4.0,A definir,PPGNANO3029,1502
3,2023.1,JOAO PAULO FIGUEIRO LONGO,7M12 (28/03/2023 - 25/07/2023),2,3.0,A definir,PPGNANO3029,1502
1,2023.1,SACHA BRAUN CHAVES,2N1234 (28/03/2023 - 25/07/2023),17,18.0,A definir,PPGNANO3652,1502
1,2023.1,MARCELO HENRIQUE SOUSA,2N1234 (28/03/2023 - 25/07/2023),17,18.0,A definir,PPGNANO3652,1502
1,2023.1,SEBASTIAO WILLIAM DA SILVA,2N1234 (28/03/2023 - 25/07/2023),17,18.0,A definir,PPGNANO3652,1502
1,2023.1,JOAO PAULO FIGUEIRO LONGO,4T6  4N1 (28/03/2023 - 25/07/2023),12,19.0,Youtube e Teams,PPGNANO3827,1502
1,2023.1,MONICA PEREIRA GARCIA,4T6  4N1 (28/03/2023 - 25/07/2023),12,19.0,Youtube e Teams,PPGNANO3827,1502
1,2023.1,FELIPE SALDANHA DE ARAUJO,5M12 (28/03/2023 - 25/07/2023),10,10.0,Sala de Reuniões 05,PPGCF2747,1496
2,2023.1,FELIPE SALDANHA DE ARAUJO,3M12 (28/03/2023 - 25/07/2023),5,10.0,A definir,PPGCF2747,1496
1,2023.1,FABIO PITTELLA SILVA,5T2345 (28/03/2023 - 25/07/2023),10,10.0,Sala do labo. de patologia molecular do câncer,PPGPM2823,1496
1,2023.1,CIRO MARTINS GOMES,5T23 (28/03/2023 - 25/07/2023),14,15.0,A definir,PPGPM2843,1496
2,2023.1,FABIO PITTELLA SILVA,7T23 (28/03/2023 - 25/07/2023),5,5.0,"5T1234, sala de reuniões laboratório de patologia",PPGPM2843,1496
3,2023.1,WAGNER FONTES,7M12 (28/03/2023 - 25/07/2023),1,2.0,Instituto de Biologia,PPGPM2843,1496
4,2023.1,FELIPE VON GLEHN SILVA,2N12 (28/03/2023 - 25/07/2023),1,3.0,A definir,PPGPM2843,1496
1,2023.1,JOSE RAIMUNDO CORREA,2T2345 (28/03/2023 - 25/07/2023),12,50.0,Auditório da pós-graduação em Patologia Molecular,PPGPM2910,1496
1,2023.1,CAMILA POTYARA PEREIRA,4M1234 (28/03/2023 - 25/07/2023),28,30.0,A definir,PPGPS0028,1499
1,2023.1,REGINALDO GHIRALDELLI,6T2345 (28/03/2023 - 25/07/2023),1,1.0,A definir,PPGPS0156,1499
2,2023.1,MARIA LUCIA PINTO LEAL,6T2345 (28/03/2023 - 25/07/2023),1,2.0,A definir,PPGPS0156,1499
3,2023.1,NEWTON NARCISO GOMES JUNIOR,6T2345 (28/03/2023 - 25/07/2023),1,2.0,A definir,PPGPS0156,1499
4,2023.1,CAMILA POTYARA PEREIRA,6T2345 (28/03/2023 - 25/07/2023),1,5.0,A definir,PPGPS0156,1499
1,2023.1,MARLENE TEIXEIRA RODRIGUES,6T2 (28/03/2023 - 25/07/2023),1,5.0,A definir,PPGPS0161,1499
1,2023.1,CRISTIANO GUEDES DE SOUZA,5T2 (28/03/2023 - 25/07/2023),1,5.0,A definir,PPGPS0163,1499
2,2023.1,EVILASIO DA SILVA SALVADOR,3T2 (28/03/2023 - 25/07/2023),2,5.0,A definir,PPGPS0163,1499
3,2023.1,NEWTON NARCISO GOMES JUNIOR,3T2 (28/03/2023 - 25/07/2023),3,5.0,A definir,PPGPS0163,1499
1,2023.1,MARIA LUCIA PINTO LEAL,6M1 (28/03/2023 - 25/07/2023),1,5.0,A definir,PPGPS0165,1499
2,2023.1,JANAINA LOPES DO NASCIMENTO DUARTE,6T2 (28/03/2023 - 25/07/2023),1,5.0,A definir,PPGPS0165,1499
1,2023.1,ANDREIA DE OLIVEIRA,6T2 (28/03/2023 - 25/07/2023),4,5.0,A definir,PPGPS0167,1499
2,2023.1,CAMILA POTYARA PEREIRA,6T6 (28/03/2023 - 25/07/2023),4,5.0,A definir,PPGPS0167,1499
1,2023.1,SILVIA CRISTINA YANNOULAS,3T2345 (28/03/2023 - 25/07/2023),7,20.0,A definir,PPGPS2441,1499
1,2023.1,MARIA LUCIA LOPES DA SILVA,5T2345 (28/03/2023 - 25/07/2023),30,30.0,A definir,PPGPS2472,1499
1,2023.1,ANGELA VIEIRA NEVES,6T2345 (28/03/2023 - 25/07/2023),0,1.0,A definir,PPGPS2989,1499
2,2023.1,ANDREIA DE OLIVEIRA,6T3456 (28/03/2023 - 25/07/2023),1,2.0,A definir,PPGPS2989,1499
1,2023.1,MARILEIA GOIN,3M2345 (28/03/2023 - 25/07/2023),9,20.0,A definir,PPGPS2990,1499
1,2023.1,JANAINA LOPES DO NASCIMENTO DUARTE,3N1234 (28/03/2023 - 25/07/2023),1,2.0,A definir,PPGPS2991,1499
1,2023.1,BENEDITO RODRIGUES DOS SANTOS,4N123 (28/03/2023 - 25/07/2023),5,25.0,Pós- Graduação CEAM,PPGDH0171,1624
1,2023.1,MARIA LUCIA PINTO LEAL,4N123 (28/03/2023 - 25/07/2023),5,25.0,Pós- Graduação CEAM,PPGDH0171,1624
1,2023.1,PEDRO DEMO,6T234 (28/03/2023 - 25/07/2023),5,25.0,Pós- Graduação CEAM,PPGDH0173,1624
1,2023.1,URANIA FLORES DA CRUZ FREITAS,2N123 (28/03/2023 - 25/07/2023),9,25.0,Pós- Graduação CEAM,PPGDH0174,1624
1,2023.1,NATALIA DE SOUZA DUARTE,2N123 (28/03/2023 - 25/07/2023),9,25.0,Pós- Graduação CEAM,PPGDH0174,1624
1,2023.1,NATALIA DE SOUZA DUARTE,5N123 (28/03/2023 - 25/07/2023),1,25.0,Pós- Graduação CEAM,PPGDH0176,1624
1,2023.1,URANIA FLORES DA CRUZ FREITAS,5N123 (28/03/2023 - 25/07/2023),1,25.0,Pós- Graduação CEAM,PPGDH0176,1624
1,2023.1,CLARICE APARECIDA DOS SANTOS,5N123 (28/03/2023 - 25/07/2023),1,25.0,Pós- Graduação CEAM,PPGDH0176,1624
1,2023.1,TATIANA YOKOY DE SOUZA,5M234 (28/03/2023 - 25/07/2023),1,25.0,Pós- Graduação CEAM,PPGDH0180,1624
1,2023.1,CYNTHIA BISINOTO EVANGELISTA DE OLIVEIRA,5M234 (28/03/2023 - 25/07/2023),1,25.0,Pós- Graduação CEAM,PPGDH0180,1624
1,2023.1,ANGELA BARCELLOS COELHO CAFE,2T2345 (28/03/2023 - 25/07/2023),22,30.0,Dep. de Música- MUS Sala AT,PROFART2684,1618
1,2023.1,MARIA CRISTINA DE CARVALHO CASCELLI DE AZEVEDO,2T2345 (28/03/2023 - 25/07/2023),22,30.0,Dep. de Música- MUS Sala AT,PROFART2684,1618
1,2023.1,PAULO SERGIO DE ANDRADE BAREICHA,2T2345 (28/03/2023 - 25/07/2023),22,30.0,Dep. de Música- MUS Sala AT,PROFART2684,1618
1,2023.1,MARIA ISABEL MONTANDON,4N1234 (28/03/2023 - 25/07/2023),23,30.0,Dep. Artes Cênicas Sala -B1-16,PROFART2686,1618
1,2023.1,PAULO SERGIO DE ANDRADE BAREICHA,4N1234 (28/03/2023 - 25/07/2023),23,30.0,Dep. Artes Cênicas Sala -B1-16,PROFART2686,1618
1,2023.1,FELIPE CANOVA GONCALVES,4N1234 (28/03/2023 - 25/07/2023),23,30.0,Dep. Artes Cênicas Sala -B1-16,PROFART2686,1618
1,2023.1,MARIA DO CARMO COUTO DA SILVA,5N1234 (28/03/2023 - 25/07/2023),12,30.0,Arte Cênicas Sala BT 34,PROFART2696,1618
2,2023.1,MARIA CRISTINA DE CARVALHO CASCELLI DE AZEVEDO,2N1234 (28/03/2023 - 28/07/2023),3,15.0,A definir,PROFART2699,1618
3,2023.1,FRANCINE KEMMER CERNEV,6N1234 (28/03/2023 - 28/07/2023),1,15.0,A definir,PROFART2699,1618
1,2023.1,JOSE FERNANDO MARQUES DE FREITAS FILHO,3N1234 (28/03/2023 - 25/07/2023),5,30.0,Dep. Artes Cênicas Sala -BT-34,PROFART2706,1618
1,2023.1,PAULO SERGIO DE ANDRADE BAREICHA,5N12 (28/03/2023 - 28/07/2023),2,15.0,FE 5 multisuso,PROFART2712,1618
1,2023.1,LUIZ ANTONIO SOARES ROMEIRO,2N1 (28/03/2023 - 25/07/2023),5,6.0,a definir,PROFNIT0009,978
2,2023.1,MARIA HOSANA CONCEICAO,2N1 (28/03/2023 - 25/07/2023),2,6.0,a definir,PROFNIT0009,978
3,2023.1,PAULA MEYER SOARES,2N1 (28/03/2023 - 25/07/2023),0,6.0,a definir,PROFNIT0009,978
1,2023.1,MARIA HOSANA CONCEICAO,37N123 (28/03/2023 - 25/07/2023),3,40.0,CDT/sala integração,PROFNIT0022,978
2,2023.1,NATALIA LIMA DE OLIVEIRA,37N123 (28/03/2023 - 25/07/2023),3,15.0,a definir,PROFNIT0022,978
3,2023.1,MARILEUSA DOSOLINA CHIARELLO,7M123  3N123 (28/03/2023 - 25/07/2023),3,15.0,a definir,PROFNIT0022,978
4,2023.1,ANDREIA ALVES COSTA LINDINGER,37N123 (28/03/2023 - 25/07/2023),3,15.0,a definir,PROFNIT0022,978
5,2023.1,PATRICIA REGINA SOBRAL BRAGA,37N123 (28/03/2023 - 25/07/2023),3,15.0,a definir,PROFNIT0022,978
1,2023.1,ANDREIA ALVES COSTA LINDINGER,2N12 (28/03/2023 - 25/07/2023),5,40.0,CDT/sala integração,PROFNIT0027,978
2,2023.1,NATALIA LIMA DE OLIVEIRA,2N12 (28/03/2023 - 25/07/2023),5,15.0,a definir,PROFNIT0027,978
1,2023.1,ALESSANDRO AVENI,7M123 (28/03/2023 - 25/07/2023),37,45.0,CDT/sala integração,PROFNIT1893,978
1,2023.1,TANIA CRISTINA DA SILVA CRUZ,4N123 (28/03/2023 - 25/07/2023),39,40.0,CDT/sala integração,PROFNIT2227,978
1,2023.1,PAULO GUSTAVO BARBONI DANTAS NASCIMENTO,6N123 (28/03/2023 - 25/07/2023),28,40.0,CDT/sala integração,PROFNIT2966,978
1,2023.1,EDUARDO ANTONIO FERREIRA,6N123 (28/03/2023 - 25/07/2023),28,40.0,CDT/sala integração,PROFNIT2966,978
1,2023.1,RAFAEL LEITE PINTO DE ANDRADE,2N1234 (28/03/2023 - 25/07/2023),24,40.0,CDT/auditório,PROFNIT3754,978
1,2023.1,NATALIA LIMA DE OLIVEIRA,5N123 (28/03/2023 - 25/07/2023),30,40.0,CDT/sala integração,PROFNIT4023,978
1,2023.1,PEDRO HENRIQUE ANTUNES DA COSTA,3M1234 (28/03/2023 - 25/07/2023),28,30.0,AT 141,PSICC0068,986
1,2023.1,CARLA SABRINA XAVIER ANTLOGA,2M1234 (28/03/2023 - 25/07/2023),30,35.0,CSS 009/39,PSICC0069,986
1,2023.1,MARCIA CRISTINA MAESSO,4T23 (28/03/2023 - 25/07/2023),35,35.0,Auditório CAEP,PSICC0076,986
1,2023.1,DANIELA SCHEINKMAN CHATELARD,4T23 (28/03/2023 - 25/07/2023),35,35.0,Auditório CAEP,PSICC0076,986
1,2023.1,KATIA CRISTINA TAROUQUELLA RODRIGUES BRASIL,4T45 (28/03/2023 - 25/07/2023),18,30.0,AT 141,PSICC0077,986
1,2023.1,SHEILA GIARDINI MURTA,5M3 (28/03/2023 - 25/07/2023),18,30.0,CSS 009/39,PSICC0083,986
1,2023.1,CINTIA DA SILVA LOBATO BORGES,2T3 (28/03/2023 - 25/07/2023),25,30.0,CSS 009/34,PSICC0090,986
1,2023.1,LUIZ AUGUSTO MONNERAT CELES,2N4 (28/03/2023 - 25/07/2023),15,30.0,CSS 009/39,PSICC0092,986
1,2023.1,CARLA SABRINA XAVIER ANTLOGA,6N12 (28/03/2023 - 25/07/2023),3,10.0,A DEFINIR,PSICC0225,986
2,2023.1,CRISTIANE FAIAD DE MOURA,6N12 (28/03/2023 - 25/07/2023),0,10.0,A DEFINIR,PSICC0225,986
3,2023.1,ADERSON LUIZ COSTA JUNIOR,6N12 (28/03/2023 - 25/07/2023),0,10.0,A DEFINIR,PSICC0225,986
4,2023.1,DEISE MATOS DO AMPARO,6N12 (28/03/2023 - 25/07/2023),0,10.0,A DEFINIR,PSICC0225,986
5,2023.1,DANIELA SCHEINKMAN CHATELARD,6N12 (28/03/2023 - 25/07/2023),0,10.0,A DEFINIR,PSICC0225,986
6,2023.1,ELIANA RIGOTTO LAZZARINI,6N12 (28/03/2023 - 25/07/2023),0,10.0,A DEFINIR,PSICC0225,986
7,2023.1,ELIZABETH QUEIROZ,6N12 (28/03/2023 - 25/07/2023),0,10.0,A DEFINIR,PSICC0225,986
8,2023.1,ELIANE MARIA FLEURY SEIDL,6N12 (28/03/2023 - 25/07/2023),1,10.0,A DEFINIR,PSICC0225,986
9,2023.1,FABIO IGLESIAS,6N12 (28/03/2023 - 25/07/2023),0,10.0,A DEFINIR,PSICC0225,986
10,2023.1,FRANCISCO MOACIR DE MELO CATUNDA MARTINS,6N12 (28/03/2023 - 25/07/2023),0,10.0,A DEFINIR,PSICC0225,986
11,2023.1,ILENO IZIDIO DA COSTA,6N12 (28/03/2023 - 25/07/2023),0,10.0,A DEFINIR,PSICC0225,986
12,2023.1,ISABELA MACHADO DA SILVA,6N12 (28/03/2023 - 25/07/2023),0,10.0,A DEFINIR,PSICC0225,986
13,2023.1,JULIA SURSIS NOBRE FERRO BUCHER,6N12 (28/03/2023 - 25/07/2023),0,10.0,A DEFINIR,PSICC0225,986
14,2023.1,JORGE PONCIANO RIBEIRO,6N12 (28/03/2023 - 25/07/2023),0,10.0,A DEFINIR,PSICC0225,986
15,2023.1,KATIA CRISTINA TAROUQUELLA RODRIGUES BRASIL,6N12 (28/03/2023 - 25/07/2023),0,10.0,A DEFINIR,PSICC0225,986
16,2023.1,LUIZ AUGUSTO MONNERAT CELES,6N12 (28/03/2023 - 25/07/2023),0,10.0,A DEFINIR,PSICC0225,986
17,2023.1,LARISSA POLEJACK BRAMBATTI,6N12 (28/03/2023 - 25/07/2023),0,10.0,A DEFINIR,PSICC0225,986
18,2023.1,MARIA INES GANDOLFO CONCEICAO,6N12 (28/03/2023 - 25/07/2023),0,10.0,A DEFINIR,PSICC0225,986
19,2023.1,MARCIA CRISTINA MAESSO,6N12 (28/03/2023 - 25/07/2023),0,10.0,A DEFINIR,PSICC0225,986
20,2023.1,MAURICIO DA SILVA NEUBERN,6N12 (28/03/2023 - 25/07/2023),0,10.0,A DEFINIR,PSICC0225,986
21,2023.1,PEDRO HENRIQUE ANTUNES DA COSTA,6N12 (28/03/2023 - 25/07/2023),0,10.0,A DEFINIR,PSICC0225,986
22,2023.1,SILVIA RENATA MAGALHAES LORDELLO BORBA SANTOS,6N12 (28/03/2023 - 25/07/2023),0,10.0,A DEFINIR,PSICC0225,986
23,2023.1,SHEILA GIARDINI MURTA,6N12 (28/03/2023 - 25/07/2023),1,10.0,A DEFINIR,PSICC0225,986
24,2023.1,SERGIO EDUARDO SILVA DE OLIVEIRA,6N12 (28/03/2023 - 25/07/2023),1,10.0,A DEFINIR,PSICC0225,986
25,2023.1,TEREZA CRISTINA CAVALCANTI FERREIRA DE ARAUJO,6N12 (28/03/2023 - 25/07/2023),0,10.0,A DEFINIR,PSICC0225,986
26,2023.1,VALESKA MARIA ZANELLO DE LOYOLA,6N12 (28/03/2023 - 25/07/2023),2,10.0,A DEFINIR,PSICC0225,986
1,2023.1,ADERSON LUIZ COSTA JUNIOR,6N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0226,986
2,2023.1,CARLA SABRINA XAVIER ANTLOGA,6N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0226,986
3,2023.1,CRISTIANE FAIAD DE MOURA,6N34 (28/03/2023 - 25/07/2023),1,10.0,A Designar,PSICC0226,986
4,2023.1,DEISE MATOS DO AMPARO,6N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0226,986
5,2023.1,DANIELA SCHEINKMAN CHATELARD,6N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0226,986
6,2023.1,ELIANA RIGOTTO LAZZARINI,6N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0226,986
7,2023.1,ELIZABETH QUEIROZ,6N34 (28/03/2023 - 25/07/2023),1,10.0,A Designar,PSICC0226,986
8,2023.1,ELIANE MARIA FLEURY SEIDL,6N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0226,986
9,2023.1,FABIO IGLESIAS,6N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0226,986
10,2023.1,FRANCISCO MOACIR DE MELO CATUNDA MARTINS,6N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0226,986
11,2023.1,ILENO IZIDIO DA COSTA,6N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0226,986
12,2023.1,ISABELA MACHADO DA SILVA,2M12 (28/03/2023 - 25/07/2023),1,10.0,A Designar,PSICC0226,986
13,2023.1,JULIA SURSIS NOBRE FERRO BUCHER,6N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0226,986
14,2023.1,JORGE PONCIANO RIBEIRO,6N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0226,986
15,2023.1,KATIA CRISTINA TAROUQUELLA RODRIGUES BRASIL,6N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0226,986
16,2023.1,LUIZ AUGUSTO MONNERAT CELES,6N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0226,986
17,2023.1,LARISSA POLEJACK BRAMBATTI,6N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0226,986
18,2023.1,MARIA INES GANDOLFO CONCEICAO,6N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0226,986
19,2023.1,MARCIA CRISTINA MAESSO,6N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0226,986
20,2023.1,MAURICIO DA SILVA NEUBERN,6N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0226,986
21,2023.1,PEDRO HENRIQUE ANTUNES DA COSTA,6N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0226,986
22,2023.1,SILVIA RENATA MAGALHAES LORDELLO BORBA SANTOS,6N34 (28/03/2023 - 25/07/2023),1,10.0,A Designar,PSICC0226,986
23,2023.1,SHEILA GIARDINI MURTA,6N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0226,986
24,2023.1,SERGIO EDUARDO SILVA DE OLIVEIRA,6N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0226,986
25,2023.1,TEREZA CRISTINA CAVALCANTI FERREIRA DE ARAUJO,6N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0226,986
26,2023.1,VALESKA MARIA ZANELLO DE LOYOLA,6N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0226,986
1,2023.1,ADERSON LUIZ COSTA JUNIOR,5N12 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0227,986
2,2023.1,CARLA SABRINA XAVIER ANTLOGA,5N12 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0227,986
3,2023.1,CRISTIANE FAIAD DE MOURA,5N12 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0227,986
4,2023.1,DEISE MATOS DO AMPARO,5N12 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0227,986
5,2023.1,DANIELA SCHEINKMAN CHATELARD,5N12 (28/03/2023 - 25/07/2023),1,10.0,A Designar,PSICC0227,986
6,2023.1,ELIANA RIGOTTO LAZZARINI,5N12 (28/03/2023 - 25/07/2023),1,10.0,A Designar,PSICC0227,986
7,2023.1,ELIANE MARIA FLEURY SEIDL,5N12 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0227,986
8,2023.1,FABIO IGLESIAS,5N12 (28/03/2023 - 25/07/2023),1,10.0,A Designar,PSICC0227,986
9,2023.1,FRANCISCO MOACIR DE MELO CATUNDA MARTINS,5N12 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0227,986
10,2023.1,ILENO IZIDIO DA COSTA,5N12 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0227,986
11,2023.1,ISABELA MACHADO DA SILVA,5N12 (28/03/2023 - 25/07/2023),1,10.0,A Designar,PSICC0227,986
12,2023.1,JULIA SURSIS NOBRE FERRO BUCHER,5N12 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0227,986
13,2023.1,JORGE PONCIANO RIBEIRO,5N12 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0227,986
14,2023.1,KATIA CRISTINA TAROUQUELLA RODRIGUES BRASIL,5N12 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0227,986
15,2023.1,LUIZ AUGUSTO MONNERAT CELES,5N12 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0227,986
16,2023.1,LARISSA POLEJACK BRAMBATTI,5N12 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0227,986
17,2023.1,MARIA INES GANDOLFO CONCEICAO,5N12 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0227,986
18,2023.1,MARCIA CRISTINA MAESSO,5N12 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0227,986
19,2023.1,MAURICIO DA SILVA NEUBERN,5N12 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0227,986
20,2023.1,PEDRO HENRIQUE ANTUNES DA COSTA,5N12 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0227,986
21,2023.1,SILVIA RENATA MAGALHAES LORDELLO BORBA SANTOS,5N12 (28/03/2023 - 25/07/2023),1,10.0,A Designar,PSICC0227,986
22,2023.1,SERGIO EDUARDO SILVA DE OLIVEIRA,5N12 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0227,986
23,2023.1,TEREZA CRISTINA CAVALCANTI FERREIRA DE ARAUJO,5N12 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0227,986
24,2023.1,VALESKA MARIA ZANELLO DE LOYOLA,5N12 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0227,986
25,2023.1,ELIZABETH QUEIROZ,6T45 (28/03/2023 - 25/07/2023),1,10.0,A DEFINIR,PSICC0227,986
26,2023.1,SHEILA GIARDINI MURTA,6T12 (28/03/2023 - 25/07/2023),1,10.0,A DEFINIR,PSICC0227,986
1,2023.1,ADERSON LUIZ COSTA JUNIOR,5N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0228,986
2,2023.1,CARLA SABRINA XAVIER ANTLOGA,5N34 (28/03/2023 - 25/07/2023),2,10.0,A Designar,PSICC0228,986
3,2023.1,CRISTIANE FAIAD DE MOURA,5N34 (28/03/2023 - 25/07/2023),0,10.0,A Designar,PSICC0228,986
4,2023.1,DEISE MATOS DO AMPARO,5N34 (28/03/2023 - 25/07/2023),1,10.0,A Designar,PSICC0228,986
5,2023.1,DANIELA SCHEINKMAN CHATELARD,5N34 (28/03/2023 - 25/07/2023),3,10.0,A DEFINIR,PSICC0228,986
6,2023.1,ELIANA RIGOTTO LAZZARINI,5N34 (28/03/2023 - 25/07/2023),1,10.0,A DEFINIR,PSICC0228,986
7,2023.1,ELIZABETH QUEIROZ,5N34 (28/03/2023 - 25/07/2023),0,10.0,A DEFINIR,PSICC0228,986
